client_id,churn_risk_score,predicted_churn
JYD48Y7RR0J0,1.0,1
AVN9LWG4PU9Y,0.9983539502272091,1
00Z3MS5XXZDA,0.9971489457345052,1
18OAPAUPBS9X,0.9949009788251483,1
3XIZ5V1ERJ8U,0.9900760401387437,1
NZKVBERD4FCN,0.9877625540192078,1
EAZ39CXN367X,0.9874766132471906,1
GQEQ5I7T3B0D,0.9856664856739317,1
C6B6DNP7GUMO,0.9852668943651685,1
83BR3JF54KS1,0.9851521789869634,1
WCJ3ZEK39COJ,0.9831301648027491,1
XXLW37C2RKUA,0.9818775758198013,1
1M02TAPE6JD8,0.9794355204125913,1
I80XP5WWSP4C,0.9775716634471732,1
H2DH4T3XUT4B,0.9771807929515436,1
59VKVICB2XJ1,0.9763863569371003,1
P9X3EK4XRG8N,0.9759011787366257,1
L72KHJ5A4D5J,0.975877285597735,1
04FTCRKHT3AU,0.9726356466967321,1
GXF5JG0VFJYY,0.9698929098175755,1
GSMP0GSLB6LM,0.9681358755588704,1
H5WISSU7RP8C,0.9679263753846652,1
V9MXYIO1OS2V,0.9654862410847859,1
RBPAZJCEZ5VS,0.9648137738190066,1
OKXK3PZL10TS,0.9634894394629245,1
X3JL9T6XU0YE,0.9616087042981603,1
683CAYO09R8Q,0.9608971674053618,1
ROHL0DWA4GXJ,0.9604085710595357,1
200R8JDX0GQI,0.9593638667128694,1
9NIQWGX9ZPI6,0.9576840653186163,1
T1IT6KKCULNM,0.9567359940973312,1
EI8Z4SEHJV17,0.955682896609213,1
4VHUM0AHPBJ5,0.9541712190146898,1
M0EXMUKQAEN8,0.9528614101916139,1
OYAFI7V01MT0,0.9488040571122748,1
EPBRTNUS3Q3R,0.9463533197445687,1
8HNYKRS1HDR4,0.9418503075755725,1
HETE2PNQZRM6,0.9412418966423919,1
M8MT29KKWDMV,0.9393225821036284,1
TTKN1OC8K1J0,0.9381656180790983,1
NVRW6WOQA72B,0.9363466061593376,1
XS6SIG3BGCI1,0.9349337743284228,1
CMZZXIBMIMOS,0.9331825790271103,1
ZM0NGJI0SMKM,0.9325843834332496,1
GN6LOSJ8G1FS,0.9325333248742114,1
K8FRYK7C675L,0.9325106106379545,1
SUBOIA2JQYZI,0.9319110547280047,1
25HX1VUNA15A,0.9317910582418945,1
VGBJFWVFYJYU,0.9293375685636863,1
HFVTZUMZEPHM,0.9282639037429329,1
RYVSKZSHHM2Z,0.926230644427581,1
KUNBTXE9LABR,0.9238786395794314,1
5RCL146LGM52,0.9236901067536487,1
MK96I8B1SIOU,0.9230048097125272,1
5WM2J83MM3ZS,0.9224319779816856,1
QFM2TUXF4WV5,0.9139794864818028,1
OIC8L1HG63ID,0.9123656946731419,1
UY1ERRMZ64KG,0.9088387832770564,1
8K8FPHLVV9NL,0.908582447556148,1
MLA2LHAY4LD5,0.9069589079328833,1
X68K3ZKJM852,0.90517158108431,1
KGUCZ2WUMBVE,0.895639465621233,1
3HHY826MUWJY,0.8918493950262867,1
PYYNN8PSILCX,0.8905786566051945,1
7LBQ99GUV2JL,0.8891779721481956,1
9B7KL23QRI2C,0.8860704229484943,1
47KKAZENBWS0,0.8791483427333963,1
0YPBJUQNI1R3,0.8787686009583511,1
6S7CJHVL1TL2,0.8784316584730216,1
FZAUM1N5PQRK,0.874416259122679,1
2N2QDIDWHNIX,0.8732962041148674,1
ICPU2XENRLRO,0.8713914336466093,1
MW17MRPP1LZ4,0.867085598897282,1
7RTO97303VVH,0.8659248713299504,1
VDNOFDC5U053,0.8659248713299504,1
ZGYT6T3TD8MM,0.8640955560410754,1
IWMTV9KIS318,0.8587787308778072,1
KSYSSHQQPEJN,0.8586508196825964,1
C07YOVVG8ERS,0.8566987215729649,1
L9K87WVGDV26,0.8533154053233731,1
RURIE82IIBV0,0.8508975607254792,1
2FRCSAKR7J0M,0.8480943403457487,1
6DEIGM6NSOP1,0.846802812710036,1
CQ98L51OGUZB,0.8412000037997779,1
RLTM4MATMKCE,0.8404264778429199,1
VQBXPPLYEAJR,0.839072675141404,1
MDCM0M922RHR,0.8371512507548811,1
CKTMNJISDYVK,0.835155471370738,1
EW0ZRV4SUNUH,0.8334908846289842,1
O3Y0T41NJ62R,0.8327592219042574,1
SRBVJ4OW86YA,0.8264279596477655,1
8BR9I4C00EZ8,0.8256216536204499,1
SH8OBF0ADJUZ,0.8245757629974086,1
ZG3DYNEPWW2H,0.8200639442661759,1
HJ6UMW063KV1,0.8187831585181989,1
BUHQHA6Z7C8X,0.8169851664482448,1
K02A3Q4LEERK,0.8108696499230685,1
ELO3AKQFSB27,0.8083221830554421,1
04992RFP9AVN,0.8064839283271185,1
MNHQWABP8YWW,0.8044698285970692,1
T7B212F1CCAH,0.8031002197730222,1
3JJH8LRWOTJ3,0.7997751979219506,1
6ZGRX2IB45PE,0.7966061408872692,1
13CQV2Q483T6,0.7960430706238935,1
RKXV6L7HLEFL,0.795771206285605,1
NOWTFL8TG0WH,0.7917095698981819,1
T1FABJ3ESRB1,0.7897385945030213,1
56XESSK9383E,0.7856720244115386,1
7DYDTQF9CEX9,0.7769368607643306,1
CBH44P42AE5T,0.7758071433626534,1
YL28BOCXW2YD,0.7665666556078722,1
H2JVUE7BNU7O,0.76379137803587,1
9O3AR1X29XXI,0.7637833668572753,1
XJ20A22B5GKZ,0.7612891909235158,1
FSNDGVOCRV2C,0.76105077007797,1
WLQNO0A5WK1O,0.7584761356394061,1
LX882HZW7HHO,0.7548309459971942,1
7VCZELTA3MNR,0.7514167872726795,1
9K9UDO04ZKXD,0.7495375030554497,1
SGSJGY62R48F,0.748042188762886,1
DMTK6VNWAP9G,0.7439044144548304,1
MDQ8KGEXIFOG,0.7389273718708793,1
9J20RYE37E8G,0.7378669535644173,1
1IGZ1Y5CW1EA,0.7357759789613395,1
YJPE19VX22ZS,0.7340674566703768,1
MUNG3FQ3JF9H,0.7291184268103762,1
IDXTJIC78VMD,0.7270490146239348,1
K6M187ZUK2P5,0.7241806563805024,1
LY47AAHQ0IYS,0.723319257492574,1
456MC8XU7CWC,0.7231262833408073,1
WRA9RXKENJUK,0.7121827765799137,0
GY6KQBYCZCEP,0.7121827765799137,0
B22GHZZT9TAD,0.7067436425831989,0
ZM0ITJSSQK4R,0.7044501407918702,0
6H7CZ95RY9R6,0.7044501407918702,0
DNR35W2H7F09,0.7043157045508752,0
S4TV59NGM8BP,0.6998815573198008,0
JUOZH1I05E5Q,0.6961829823146504,0
EWHQTV54JSSF,0.6936257208639054,0
9ZERGGDQ1BVU,0.6936052256069122,0
KNUW3RM2ROXD,0.6918782038583342,0
B306Q1CTPYS6,0.690905907819801,0
W74HT6SFHJHW,0.6889813520355048,0
G4TNZNFFV5LO,0.6844424903449106,0
S7OG5RIMSA48,0.6792221734139272,0
JS277LZ34U6C,0.6792221734139272,0
QKW9USVDRBID,0.6792221734139272,0
X0M6FZRBV6O6,0.6785104160207136,0
1SWDHLX418QS,0.6747419089592493,0
